schedule_season,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium
2014,NO,14,30,ATL,NO,-6,56,Mercedes-Benz Superdome
2014,NYJ,16,17,NE,NE,-10,47,MetLife Stadium
2014,LVR,26,24,BUF,BUF,-7,41.5,Oakland Coliseum
2014,PIT,20,12,KC,PIT,-2.5,49.5,Heinz Field
2014,LAR,27,37,NYG,LAR,-7,43.5,Edward Jones Dome
2014,TB,3,20,GB,GB,-11.5,49,Raymond James Stadium
2014,CIN,37,28,DEN,DEN,-3.5,47.5,Paul Brown Stadium
2014,ATL,3,34,CAR,ATL,-2.5,48,Georgia Dome
2014,BAL,20,10,CLE,BAL,-14,40,M&T Bank Stadium
2014,DEN,47,14,LVR,DEN,-16.5,48.5,Sports Authority Field at Mile High
2014,GB,30,20,DET,GB,-9,47,Lambeau Field
2014,HOU,23,17,JAX,HOU,-8.5,38.5,NRG Stadium
2014,KC,19,7,LAC,KC,-3,42,Arrowhead Stadium
2014,MIA,24,37,NYJ,MIA,-7,41,Hard Rock Stadium
2014,MIN,13,9,CHI,MIN,-7,47.5,TCF Bank Stadium
2014,NE,9,17,BUF,NE,-4.5,43.5,Gillette Stadium
2014,NYG,26,34,PHI,PHI,-1,52,MetLife Stadium
2014,PIT,27,17,CIN,PIT,-3,48.5,Heinz Field
2014,SF,20,17,ARI,SF,-6,37.5,Levi's Stadium
2014,SEA,20,6,LAR,SEA,-11,41.5,CenturyLink Field
2014,TB,20,23,NO,NO,-6,46.5,Raymond James Stadium
2014,TEN,10,27,IND,IND,-7.5,46.5,Nissan Stadium
2014,WAS,17,44,DAL,DAL,-6,47.5,FedEx Field
2015,NE,28,21,PIT,NE,-7,51,Gillette Stadium
2015,ARI,31,19,NO,ARI,-2.5,48.5,University of Phoenix Stadium
2015,BUF,27,14,IND,IND,-1,44.5,New Era Field
2015,CHI,23,31,GB,GB,-6.5,48.5,Soldier Field
2015,DAL,27,26,NYG,DAL,-7,52.5,AT&T Stadium
2015,DEN,19,13,BAL,DEN,-4.5,46.5,Sports Authority Field at Mile High
2015,HOU,20,27,KC,KC,-1,40.5,NRG Stadium
2015,JAX,9,20,CAR,CAR,-3,41,TIAA Bank Field
2015,NYJ,31,10,CLE,NYJ,-3.5,38.5,MetLife Stadium
2015,LVR,13,33,CIN,LVR,-3,43,Oakland Coliseum
2015,LAC,33,28,DET,LAC,-3.5,45.5,Qualcomm Stadium
2015,LAR,34,31,SEA,SEA,-3.5,41,Edward Jones Dome
2015,TB,14,42,TEN,TB,-3,40.5,Raymond James Stadium
2015,WAS,10,17,MIA,MIA,-4,45.5,FedEx Field
2015,ATL,26,24,PHI,PHI,-3,56,Georgia Dome
2015,SF,20,3,MIN,MIN,-2.5,42.5,Levi's Stadium
2015,KC,24,31,DEN,KC,-3,42,Arrowhead Stadium
2015,BUF,32,40,NE,BUF,-1,44.5,New Era Field
2015,CAR,24,17,HOU,CAR,-3,41,Bank of America Stadium
2015,CHI,23,48,ARI,ARI,-2,46,Soldier Field
2015,CIN,24,19,LAC,CIN,-3.5,48,Paul Brown Stadium
2015,CLE,28,14,TEN,TEN,-1,41,FirstEnergy Stadium
2015,GB,27,17,SEA,GB,-3,49.5,Lambeau Field
2015,JAX,23,20,MIA,MIA,-6,42,TIAA Bank Field
2015,MIN,26,16,DET,MIN,-2.5,44,TCF Bank Stadium
2015,NO,19,26,TB,NO,-9,47,Mercedes-Benz Superdome
2015,NYG,20,24,ATL,NYG,-2,50,MetLife Stadium
2015,LVR,37,33,BAL,BAL,-6,42,Oakland Coliseum
2015,PHI,10,20,DAL,PHI,-6.5,54,Lincoln Financial Field
2015,PIT,43,18,SF,PIT,-6,46,Heinz Field
2015,WAS,24,10,LAR,LAR,-3,41,FedEx Field
2015,IND,7,20,NYJ,IND,-6,46,Lucas Oil Stadium
2015,NYG,32,21,WAS,NYG,-3,45,MetLife Stadium
2015,ARI,47,7,SF,ARI,-7,45,University of Phoenix Stadium
2015,BAL,24,28,CIN,BAL,-1.5,45.5,M&T Bank Stadium
2015,CAR,27,22,NO,CAR,-9.5,43,Bank of America Stadium
2015,CLE,20,27,LVR,CLE,-3.5,44,FirstEnergy Stadium
2015,DAL,28,39,ATL,PICK,0,43.5,AT&T Stadium
2015,DET,12,24,DEN,DEN,-3,45,Ford Field
2015,HOU,19,9,TB,HOU,-6,41,NRG Stadium
2015,MIA,14,41,BUF,MIA,-1,43.5,Hard Rock Stadium
2015,MIN,31,14,LAC,MIN,-2,45.5,TCF Bank Stadium
2015,NE,51,17,JAX,NE,-14,49,Gillette Stadium
2015,NYJ,17,24,PHI,NYJ,-3,47,MetLife Stadium
2015,SEA,26,0,CHI,SEA,-16.5,43.5,CenturyLink Field
2015,LAR,6,12,PIT,LAR,-1,48.5,Edward Jones Dome
2015,TEN,33,35,IND,IND,-3.5,46.5,Nissan Stadium
2015,GB,38,28,KC,GB,-5.5,47.5,Lambeau Field
2015,PIT,20,23,BAL,BAL,-3,44,Heinz Field
2015,ARI,22,24,LAR,ARI,-7,43.5,University of Phoenix Stadium
2015,ATL,48,21,HOU,ATL,-4.5,47.5,Georgia Dome
2015,BUF,10,24,NYG,BUF,-6,46.5,New Era Field
2015,CHI,22,20,LVR,LVR,-3,44.5,Soldier Field
2015,CIN,36,21,KC,CIN,-3.5,45,Paul Brown Stadium
2015,DEN,23,20,MIN,DEN,-7,43.5,Sports Authority Field at Mile High
2015,IND,16,13,JAX,IND,-4,43.5,Lucas Oil Stadium
2015,NO,26,20,DAL,NO,-3,48.5,Mercedes-Benz Superdome
2015,LAC,30,27,CLE,LAC,-5,44.5,Qualcomm Stadium
2015,SF,3,17,GB,GB,-7.5,48,Levi's Stadium
2015,TB,23,37,CAR,CAR,-3,40.5,Raymond James Stadium
2015,WAS,23,20,PHI,PHI,-3,45.5,FedEx Field
2015,SEA,13,10,DET,SEA,-10,43,CenturyLink Field
2015,HOU,20,27,IND,HOU,-5,41,NRG Stadium
2015,ATL,25,19,WAS,ATL,-7,48.5,Georgia Dome
2015,BAL,30,33,CLE,BAL,-6.5,43,M&T Bank Stadium
2015,CIN,27,24,SEA,CIN,-3,44.5,Paul Brown Stadium
2015,DAL,6,30,NE,NE,-8.5,50.5,AT&T Stadium
2015,DET,17,42,ARI,ARI,-4.5,46,Ford Field
2015,GB,24,10,LAR,GB,-9,46,Lambeau Field
2015,KC,17,18,CHI,KC,-9.5,44.5,Arrowhead Stadium
2015,NYG,30,27,SF,NYG,-7.5,44,MetLife Stadium
2015,LVR,10,16,DEN,DEN,-5.5,45,Oakland Coliseum
2015,PHI,39,17,NO,PHI,-6.5,49.5,Lincoln Financial Field
2015,TB,38,31,JAX,TB,-1,41.5,Raymond James Stadium
2015,TEN,13,14,BUF,BUF,-1,43,Nissan Stadium
2015,LAC,20,24,PIT,LAC,-4,45.5,Qualcomm Stadium
2015,NO,31,21,ATL,ATL,-3,52.5,Mercedes-Benz Superdome
2015,BUF,21,34,CIN,CIN,-3,42,New Era Field
2015,CLE,23,26,DEN,DEN,-3.5,42,FirstEnergy Stadium
2015,DET,37,34,CHI,DET,-3.5,45.5,Ford Field
2015,GB,27,20,LAC,GB,-10.5,50.5,Lambeau Field
2015,IND,27,34,NE,NE,-9,54,Lucas Oil Stadium
2015,JAX,20,31,HOU,JAX,-3,43,TIAA Bank Field
2015,MIN,16,10,KC,MIN,-3.5,43,TCF Bank Stadium
2015,NYJ,34,20,WAS,NYJ,-7.5,40,MetLife Stadium
2015,PIT,25,13,ARI,ARI,-5.5,45,Heinz Field
2015,SF,25,20,BAL,BAL,-2.5,43.5,Levi's Stadium
2015,SEA,23,27,CAR,SEA,-7,41,CenturyLink Field
2015,TEN,10,38,MIA,TEN,-2.5,43.5,Nissan Stadium
2015,PHI,27,7,NYG,PHI,-3.5,50.5,Lincoln Financial Field
2015,SF,3,20,SEA,SEA,-6.5,42,Levi's Stadium
2015,CAR,27,16,PHI,CAR,-2.5,46,Bank of America Stadium
2015,DET,19,28,MIN,DET,-1,45,Ford Field
2015,IND,21,27,NO,IND,-5,53,Lucas Oil Stadium
2015,KC,23,13,PIT,KC,-3.5,41.5,Arrowhead Stadium
2015,MIA,44,26,HOU,MIA,-4.5,45.5,Hard Rock Stadium
2015,NE,30,23,NYJ,NE,-7,47.5,Gillette Stadium
2015,NYG,27,20,DAL,NYG,-3,44.5,MetLife Stadium
2015,LAC,29,37,LVR,LAC,-3.5,48.5,Qualcomm Stadium
2015,LAR,24,6,CLE,LAR,-6,44,Edward Jones Dome
2015,TEN,7,10,ATL,ATL,-6,45.5,Nissan Stadium
2015,WAS,31,30,TB,WAS,-3,41.5,FedEx Field
2015,ARI,26,18,BAL,ARI,-10,49.5,University of Phoenix Stadium
2015,NE,36,7,MIA,NE,-8,51.5,Gillette Stadium
2015,ATL,20,23,TB,ATL,-8,47.5,Georgia Dome
2015,BAL,29,26,LAC,BAL,-4.5,50.5,M&T Bank Stadium
2015,CHI,20,23,MIN,MIN,-1.5,44,Soldier Field
2015,CLE,20,34,ARI,ARI,-7,46,FirstEnergy Stadium
2015,DAL,12,13,SEA,SEA,-5,41.5,AT&T Stadium
2015,DEN,29,10,GB,GB,-2.5,45.5,Sports Authority Field at Mile High
2015,HOU,20,6,TEN,HOU,-3.5,43,NRG Stadium
2015,NO,52,49,NYG,NO,-3,52,Mercedes-Benz Superdome
2015,LVR,34,20,NYJ,NYJ,-3,44,Oakland Coliseum
2015,PIT,10,16,CIN,PICK,0,49.5,Heinz Field
2015,LAR,27,6,SF,LAR,-8,41,Edward Jones Dome
2015,CAR,29,26,IND,CAR,-5.5,45.5,Bank of America Stadium
2015,CIN,31,10,CLE,CIN,-13,46,Paul Brown Stadium
2015,BUF,33,17,MIA,BUF,-4,44,New Era Field
2015,CAR,37,29,GB,GB,-2.5,46,Bank of America Stadium
2015,DAL,27,33,PHI,PHI,-3,44,AT&T Stadium
2015,IND,27,24,DEN,DEN,-3.5,45.5,Lucas Oil Stadium
2015,MIN,21,18,LAR,MIN,-1,40,TCF Bank Stadium
2015,NE,27,10,WAS,NE,-13.5,51.5,Gillette Stadium
2015,NO,28,34,TEN,NO,-6.5,50,Mercedes-Benz Superdome
2015,NYJ,28,23,JAX,NYJ,-8,42.5,MetLife Stadium
2015,PIT,38,35,LVR,PIT,-6,48,Heinz Field
2015,SF,17,16,ATL,ATL,-8.5,43.5,Levi's Stadium
2015,TB,18,32,NYG,NYG,-2,49,Raymond James Stadium
2015,LAC,19,22,CHI,LAC,-3.5,49.5,Qualcomm Stadium
2015,NYJ,17,22,BUF,NYJ,-2.5,42,MetLife Stadium
2015,BAL,20,22,JAX,BAL,-5,47,M&T Bank Stadium
2015,DEN,13,29,KC,DEN,-3.5,42,Sports Authority Field at Mile High
2015,GB,16,18,DET,GB,-10.5,50,Lambeau Field
2015,NYG,26,27,NE,NE,-7,52.5,MetLife Stadium
2015,LVR,14,30,MIN,LVR,-3,44,Oakland Coliseum
2015,PHI,19,20,MIA,PHI,-6,49.5,Lincoln Financial Field
2015,PIT,30,9,CLE,PIT,-7,43,Heinz Field
2015,SEA,32,39,ARI,SEA,-3,43.5,CenturyLink Field
2015,LAR,13,37,CHI,LAR,-7,42.5,Edward Jones Dome
2015,TB,10,6,DAL,DAL,-1,43.5,Raymond James Stadium
2015,TEN,10,27,CAR,CAR,-3.5,43,Nissan Stadium
2015,WAS,47,14,NO,NO,-1,52,FedEx Field
2015,CIN,6,10,HOU,CIN,-10,46.5,Paul Brown Stadium
2015,JAX,19,13,TEN,JAX,-3,41.5,TIAA Bank Field
2015,ARI,34,31,CIN,ARI,-4,48,University of Phoenix Stadium
2015,ATL,21,24,IND,ATL,-3.5,47.5,Georgia Dome
2015,BAL,16,13,LAR,BAL,-3,41.5,M&T Bank Stadium
2015,CAR,44,16,WAS,CAR,-7,44.5,Bank of America Stadium
2015,CHI,15,17,DEN,DEN,-2,41.5,Soldier Field
2015,DET,18,13,LVR,LVR,-1.5,50,Ford Field
2015,HOU,24,17,NYJ,NYJ,-4,40,NRG Stadium
2015,MIA,14,24,DAL,DAL,-2,45,Hard Rock Stadium
2015,MIN,13,30,GB,PICK,0,45,TCF Bank Stadium
2015,PHI,17,45,TB,PHI,-6.5,45.5,Lincoln Financial Field
2015,LAC,3,33,KC,KC,-3,45.5,Qualcomm Stadium
2015,SEA,29,13,SF,SEA,-14,40,CenturyLink Field
2015,NE,20,13,BUF,NE,-7,47.5,Gillette Stadium
2015,DAL,14,33,CAR,CAR,-1,44.5,AT&T Stadium
2015,DET,45,14,PHI,DET,-3,47,Ford Field
2015,GB,13,17,CHI,GB,-8,45,Lambeau Field
2015,ATL,10,20,MIN,ATL,-2,45,Georgia Dome
2015,CIN,31,7,LAR,CIN,-9.5,42,Paul Brown Stadium
2015,DEN,30,24,NE,NE,-2.5,43,Sports Authority Field at Mile High
2015,HOU,24,6,NO,HOU,-3.5,51,NRG Stadium
2015,IND,25,12,TB,IND,-3,46.5,Lucas Oil Stadium
2015,JAX,25,31,LAC,JAX,-5,47,TIAA Bank Field
2015,KC,30,22,BUF,KC,-4.5,41,Arrowhead Stadium
2015,NYJ,38,20,MIA,NYJ,-4.5,43.5,MetLife Stadium
2015,SF,13,19,ARI,ARI,-8.5,45,Levi's Stadium
2015,SEA,39,30,PIT,SEA,-3,46.5,CenturyLink Field
2015,TEN,21,24,LVR,LVR,-1,45,Nissan Stadium
2015,WAS,20,14,NYG,NYG,-1.5,48,FedEx Field
2015,CLE,27,33,BAL,CLE,-6,41,FirstEnergy Stadium
2015,DET,23,27,GB,GB,-2.5,46.5,Ford Field
2015,BUF,30,21,HOU,BUF,-3,42,New Era Field
2015,CHI,20,26,SF,CHI,-6.5,43,Soldier Field
2015,CLE,3,37,CIN,CIN,-7.5,44,FirstEnergy Stadium
2015,MIA,15,13,BAL,MIA,-3.5,43,Hard Rock Stadium
2015,MIN,7,38,SEA,SEA,-2.5,43,TCF Bank Stadium
2015,NE,28,35,PHI,NE,-9.5,49,Gillette Stadium
2015,NO,38,41,CAR,CAR,-6,50.5,Mercedes-Benz Superdome
2015,NYG,20,23,NYJ,NYJ,-2.5,46,MetLife Stadium
2015,LVR,20,34,KC,KC,-3,45.5,Oakland Coliseum
2015,PIT,45,10,IND,PIT,-9.5,50.5,Heinz Field
2015,LAC,3,17,DEN,DEN,-6,45,Qualcomm Stadium
2015,LAR,3,27,ARI,ARI,-3.5,43,Edward Jones Dome
2015,TB,23,19,ATL,PICK,0,46.5,Raymond James Stadium
2015,TEN,42,39,JAX,TEN,-3,43.5,Nissan Stadium
2015,WAS,16,19,DAL,WAS,-2,43.5,FedEx Field
2015,ARI,23,20,MIN,ARI,-10,46.5,University of Phoenix Stadium
2015,BAL,6,35,SEA,SEA,-10.5,42,M&T Bank Stadium
2015,CAR,38,0,ATL,CAR,-8.5,45.5,Bank of America Stadium
2015,CHI,21,24,WAS,CHI,-4,43.5,Soldier Field
2015,CIN,20,33,PIT,CIN,-1,48.5,Paul Brown Stadium
2015,CLE,24,10,SF,CLE,-2.5,43,FirstEnergy Stadium
2015,DEN,12,15,LVR,DEN,-6,43,Sports Authority Field at Mile High
2015,GB,28,7,DAL,GB,-6.5,42.5,Lambeau Field
2015,HOU,6,27,NE,NE,-5,46.5,NRG Stadium
2015,JAX,51,16,IND,JAX,-1,46,TIAA Bank Field
2015,KC,10,3,LAC,KC,-12,41.5,Arrowhead Stadium
2015,NYJ,30,8,TEN,NYJ,-8,43,MetLife Stadium
2015,PHI,23,20,BUF,PHI,-1,48.5,Lincoln Financial Field
2015,LAR,21,14,DET,DET,-3,41.5,Edward Jones Dome
2015,TB,17,24,NO,TB,-6,51.5,Raymond James Stadium
2015,MIA,24,31,NYG,NYG,-2,48,Hard Rock Stadium
2015,LAR,31,23,TB,LAR,-1,41,Edward Jones Dome
2015,DAL,16,19,NYJ,NYJ,-3.5,41,AT&T Stadium
2015,BAL,14,34,KC,KC,-6.5,41,M&T Bank Stadium
2015,IND,10,16,HOU,IND,-2,41.5,Lucas Oil Stadium
2015,JAX,17,23,ATL,JAX,-2,48,TIAA Bank Field
2015,MIN,38,17,CHI,MIN,-4,44,TCF Bank Stadium
2015,NE,33,16,TEN,NE,-14.5,48,Gillette Stadium
2015,NYG,35,38,CAR,CAR,-5,46.5,MetLife Stadium
2015,LVR,20,30,GB,GB,-4,47,Oakland Coliseum
2015,PHI,17,40,ARI,ARI,-4,51.5,Lincoln Financial Field
2015,PIT,34,27,DEN,PIT,-7.5,45.5,Heinz Field
2015,LAC,30,14,MIA,LAC,-1,47,Qualcomm Stadium
2015,SF,14,24,CIN,CIN,-6.5,41,Levi's Stadium
2015,SEA,30,13,CLE,SEA,-14.5,45.5,CenturyLink Field
2015,WAS,35,25,BUF,BUF,-2,46,FedEx Field
2015,NO,27,35,DET,NO,-2.5,52,Mercedes-Benz Superdome
2015,LVR,23,20,LAC,LVR,-4,45.5,Oakland Coliseum
2015,PHI,24,38,WAS,PHI,-3.5,48.5,Lincoln Financial Field
2015,ARI,38,8,GB,ARI,-6,50.5,University of Phoenix Stadium
2015,ATL,20,13,CAR,CAR,-7,46,Georgia Dome
2015,BAL,20,17,PIT,PIT,-11.5,47.5,M&T Bank Stadium
2015,BUF,16,6,DAL,BUF,-6.5,42,New Era Field
2015,DET,32,17,SF,DET,-9,42.5,Ford Field
2015,KC,17,13,CLE,KC,-11.5,42.5,Arrowhead Stadium
2015,MIA,12,18,IND,MIA,-2.5,44,Hard Rock Stadium
2015,MIN,49,17,NYG,MIN,-7,44.5,TCF Bank Stadium
2015,NO,38,27,JAX,NO,-2.5,53.5,Mercedes-Benz Superdome
2015,NYJ,26,20,NE,NE,-2.5,45.5,MetLife Stadium
2015,SEA,17,23,LAR,SEA,-11,42,CenturyLink Field
2015,TB,21,26,CHI,TB,-3,44,Raymond James Stadium
2015,TEN,6,34,HOU,HOU,-3.5,39,Nissan Stadium
2015,DEN,20,17,CIN,DEN,-4,39,Sports Authority Field at Mile High
2015,ARI,6,36,SEA,ARI,-6,47,University of Phoenix Stadium
2015,ATL,17,20,NO,ATL,-6,53.5,Georgia Dome
2015,BUF,22,17,NYJ,NYJ,-3,41,New Era Field
2015,CAR,38,10,TB,CAR,-10,45,Bank of America Stadium
2015,CHI,20,24,DET,DET,-2.5,45,Soldier Field
2015,CIN,24,16,BAL,CIN,-9.5,41,Paul Brown Stadium
2015,CLE,12,28,PIT,PIT,-13,47,FirstEnergy Stadium
2015,DAL,23,34,WAS,DAL,-3,41,AT&T Stadium
2015,DEN,27,20,LAC,DEN,-10,42,Sports Authority Field at Mile High
2015,GB,13,20,MIN,GB,-3,44,Lambeau Field
2015,HOU,30,6,JAX,HOU,-6,45,NRG Stadium
2015,IND,30,24,TEN,IND,-4,39,Lucas Oil Stadium
2015,KC,23,17,LVR,KC,-6.5,43.5,Arrowhead Stadium
2015,MIA,20,10,NE,NE,-10,46.5,Hard Rock Stadium
2015,NYG,30,35,PHI,NYG,-3.5,51,MetLife Stadium
2015,SF,19,16,LAR,LAR,-3,38.5,Levi's Stadium
2016,DEN,21,20,CAR,CAR,-3,40.5,Sports Authority Field at Mile High
2016,ARI,21,23,NE,ARI,-8.5,44,University of Phoenix Stadium
2016,ATL,24,31,TB,ATL,-2.5,47,Georgia Dome
2016,BAL,13,7,BUF,BAL,-3,44.5,M&T Bank Stadium
2016,DAL,19,20,NYG,NYG,-1,47.5,AT&T Stadium
2016,HOU,23,14,CHI,HOU,-5.5,42.5,NRG Stadium
2016,IND,35,39,DET,IND,-2.5,51.5,Lucas Oil Stadium
2016,JAX,23,27,GB,GB,-3.5,47.5,TIAA Bank Field
2016,KC,33,27,LAC,KC,-6.5,46,Arrowhead Stadium
2016,NO,34,35,LVR,NO,-3,50.5,Mercedes-Benz Superdome
2016,NYJ,22,23,CIN,CIN,-1,42,MetLife Stadium
2016,PHI,29,10,CLE,PHI,-3.5,41,Lincoln Financial Field
2016,SEA,12,10,MIA,SEA,-10.5,44,CenturyLink Field
2016,TEN,16,25,MIN,MIN,-2.5,40,Nissan Stadium
2016,SF,28,0,LAR,LAR,-2.5,43.5,Levi's Stadium
2016,WAS,16,38,PIT,PIT,-2.5,49,FedEx Field
2016,BUF,31,37,NYJ,PICK,0,40.5,New Era Field
2016,ARI,40,7,TB,ARI,-7,49.5,University of Phoenix Stadium
2016,CAR,46,27,SF,CAR,-12.5,44,Bank of America Stadium
2016,CLE,20,25,BAL,BAL,-4.5,42,FirstEnergy Stadium
2016,DEN,34,20,IND,DEN,-6,47,Sports Authority Field at Mile High
2016,DET,15,16,TEN,DET,-6,48,Ford Field
2016,HOU,19,12,KC,HOU,-1,42,NRG Stadium
2016,LAR,9,3,SEA,SEA,-5.5,38,Los Angeles Memorial Coliseum
2016,MIN,17,14,GB,GB,-2,43,U.S. Bank Stadium
2016,NE,31,24,MIA,NE,-5.5,42,Gillette Stadium
2016,NYG,16,13,NO,NYG,-4,54.5,MetLife Stadium
2016,LVR,28,35,ATL,LVR,-4,48,Oakland Coliseum
2016,PIT,24,16,CIN,PIT,-3,48,Heinz Field
2016,LAC,38,14,JAX,LAC,-3,47.5,Qualcomm Stadium
2016,WAS,23,27,DAL,WAS,-3,47,FedEx Field
2016,CHI,14,29,PHI,CHI,-3,43,Soldier Field
2016,NE,27,0,HOU,NE,-1,38.5,Gillette Stadium
2016,BUF,33,18,ARI,ARI,-5,48,New Era Field
2016,CAR,10,22,MIN,CAR,-6.5,42.5,Bank of America Stadium
2016,CIN,17,29,DEN,CIN,-3.5,41.5,Paul Brown Stadium
2016,DAL,31,17,CHI,DAL,-6.5,45,AT&T Stadium
2016,GB,34,27,DET,GB,-6.5,47.5,Lambeau Field
2016,IND,26,22,LAC,IND,-1.5,51.5,Lucas Oil Stadium
2016,JAX,17,19,BAL,BAL,-2,45,TIAA Bank Field
2016,KC,24,3,NYJ,KC,-3,44.5,Arrowhead Stadium
2016,MIA,30,24,CLE,MIA,-10,42.5,Hard Rock Stadium
2016,NYG,27,29,WAS,NYG,-3.5,47,MetLife Stadium
2016,PHI,34,3,PIT,PIT,-4,46.5,Lincoln Financial Field
2016,SEA,37,18,SF,SEA,-10.5,41.5,CenturyLink Field
2016,TB,32,37,LAR,TB,-3.5,40.5,Raymond James Stadium
2016,TEN,10,17,LVR,LVR,-1.5,47,Nissan Stadium
2016,NO,32,45,ATL,NO,-3,54.5,Mercedes-Benz Superdome
2016,CIN,22,7,MIA,CIN,-7.5,46.5,Paul Brown Stadium
2016,ARI,13,17,LAR,ARI,-10,43.5,University of Phoenix Stadium
2016,ATL,48,33,CAR,CAR,-3,48.5,Georgia Dome
2016,BAL,27,28,LVR,BAL,-3.5,45,M&T Bank Stadium
2016,CHI,17,14,DET,DET,-3,48,Soldier Field
2016,HOU,27,20,TEN,HOU,-3.5,40,NRG Stadium
2016,NE,0,16,BUF,NE,-3.5,41,Gillette Stadium
2016,NYJ,17,27,SEA,SEA,-1,40,MetLife Stadium
2016,PIT,43,14,KC,PIT,-3.5,48.5,Heinz Field
2016,LAC,34,35,NO,LAC,-3.5,54,Qualcomm Stadium
2016,SF,17,24,DAL,DAL,-1,44,Levi's Stadium
2016,TB,7,27,DEN,DEN,-3,42.5,Raymond James Stadium
2016,WAS,31,20,CLE,WAS,-7.5,47.5,FedEx Field
2016,MIN,24,10,NYG,MIN,-3.5,42.5,U.S. Bank Stadium
2016,SF,21,33,ARI,ARI,-3.5,42.5,Levi's Stadium
2016,BAL,10,16,WAS,BAL,-4,44.5,M&T Bank Stadium
2016,CLE,13,33,NE,NE,-10,47.5,FirstEnergy Stadium
2016,DAL,28,14,CIN,CIN,-2.5,46,AT&T Stadium
2016,DEN,16,23,ATL,DEN,-3.5,44.5,Sports Authority Field at Mile High
2016,DET,24,23,PHI,PHI,-3.5,46,Ford Field
2016,GB,23,16,NYG,GB,-7,49,Lambeau Field
2016,IND,29,23,CHI,IND,-4,47.5,Lucas Oil Stadium
2016,LAR,19,30,BUF,BUF,-2.5,41.5,Los Angeles Memorial Coliseum
2016,MIA,17,30,TEN,MIA,-2.5,44.5,Hard Rock Stadium
2016,MIN,31,13,HOU,MIN,-6,39,U.S. Bank Stadium
2016,LVR,34,31,LAC,LVR,-3.5,50.5,Oakland Coliseum
2016,PIT,31,13,NYJ,PIT,-10,50,Heinz Field
2016,CAR,14,17,TB,CAR,-6,46.5,Bank of America Stadium
2016,LAC,21,13,DEN,DEN,-3,44,Qualcomm Stadium
2016,BUF,45,16,SF,BUF,-7.5,44,New Era Field
2016,CHI,16,17,JAX,CHI,-2.5,46,Soldier Field
2016,DET,31,28,LAR,DET,-2.5,44,Ford Field
2016,GB,16,30,DAL,GB,-5,47,Lambeau Field
2016,HOU,26,23,IND,HOU,-3,47.5,NRG Stadium
2016,MIA,30,15,PIT,PIT,-7.5,49.5,Hard Rock Stadium
2016,NE,35,17,CIN,NE,-7.5,48,Gillette Stadium
2016,NO,41,38,CAR,CAR,-2.5,53.5,Mercedes-Benz Superdome
2016,NYG,27,23,BAL,NYG,-3.5,42.5,MetLife Stadium
2016,LVR,10,26,KC,KC,-1,46.5,Oakland Coliseum
2016,SEA,26,24,ATL,SEA,-7,45.5,CenturyLink Field
2016,TEN,28,26,CLE,TEN,-7.5,44.5,Nissan Stadium
2016,WAS,27,20,PHI,PHI,-3,45,FedEx Field
2016,ARI,28,3,NYJ,ARI,-7,45.5,University of Phoenix Stadium
2016,GB,26,10,CHI,GB,-7.5,46.5,Lambeau Field
2016,ARI,6,6,SEA,ARI,-2.5,43,University of Phoenix Stadium
2016,ATL,30,33,LAC,ATL,-4.5,52.5,Georgia Dome
2016,CIN,31,17,CLE,CIN,-11,46.5,Paul Brown Stadium
2016,DET,20,17,WAS,WAS,-1,50,Ford Field
2016,JAX,16,33,LVR,JAX,-2,47.5,TIAA Bank Field
2016,KC,27,21,NO,KC,-7,51.5,Arrowhead Stadium
2016,MIA,28,25,BUF,BUF,-2.5,46,Hard Rock Stadium
2016,NYJ,24,16,BAL,NYJ,-2.5,40,MetLife Stadium
2016,PHI,21,10,MIN,MIN,-3,39,Lincoln Financial Field
2016,PIT,16,27,NE,NE,-7.5,49,Heinz Field
2016,SF,17,34,TB,SF,-1,45,Levi's Stadium
2016,TEN,26,34,IND,TEN,-4,48,Nissan Stadium
2016,DEN,27,9,HOU,DEN,-8.5,40,Sports Authority Field at Mile High
2016,TEN,36,22,JAX,TEN,-3,43.5,Nissan Stadium
2016,ATL,33,32,GB,ATL,-3,51,Georgia Dome
2016,BUF,25,41,NE,NE,-5.5,48,New Era Field
2016,CAR,30,20,ARI,CAR,-2.5,45.5,Bank of America Stadium
2016,CLE,28,31,NYJ,NYJ,-2.5,45.5,FirstEnergy Stadium
2016,DAL,29,23,PHI,DAL,-5,44,AT&T Stadium
2016,DEN,27,19,LAC,DEN,-3.5,43,Sports Authority Field at Mile High
2016,HOU,20,13,DET,HOU,-1,46.5,NRG Stadium
2016,IND,14,30,KC,KC,-3,50.5,Lucas Oil Stadium
2016,NO,25,20,SEA,SEA,-1,50,Mercedes-Benz Superdome
2016,TB,24,30,LVR,TB,-1,48,Raymond James Stadium
2016,CHI,20,10,MIN,MIN,-4.5,39.5,Soldier Field
2016,TB,28,43,ATL,ATL,-4.5,49,Raymond James Stadium
2016,BAL,21,14,PIT,PIT,-3.5,46,M&T Bank Stadium
2016,CLE,10,35,DAL,DAL,-7,49,FirstEnergy Stadium
2016,GB,26,31,IND,GB,-7.5,52,Lambeau Field
2016,KC,19,14,JAX,KC,-7,42.5,Arrowhead Stadium
2016,LAR,10,13,CAR,CAR,-3,44.5,Los Angeles Memorial Coliseum
2016,MIA,27,23,NYJ,MIA,-3.5,45,Hard Rock Stadium
